~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  1469.00        1466.61         26.80         62.7           0.760         0.885       148.5  
  1469.25        1466.74         22.38         70.6           0.766         0.833       148.5  
  1469.50        1467.03         17.93         75.0           0.773         0.770       148.5  
  1469.75        1467.32          0.00         83.0           0.778         0.744       148.6  
  1470.00        1467.61          2.03         76.7           0.783         0.713       148.6  
  1470.25        1467.90         19.97         69.0           0.788         0.683       148.6  
  1470.50        1468.04         37.91         60.8           0.791         0.664       148.7  
  1470.75        1468.19         57.73         67.3           0.810         0.816       148.7  
  1471.00        1468.48         89.59         74.1           0.819         0.885       148.7  
  1471.25        1468.78         51.86         80.1           0.870         0.903       148.8  
  1471.50        1469.07         51.45         79.5           0.911         0.916       148.8  
  1471.75        1469.23         47.95         79.2           0.929         0.930       148.8  
  1472.00        1469.36         45.37         84.1           0.949         0.938       148.9  
  1472.25        1469.65         58.99         87.7           0.969         1.002       148.9  
  1472.50        1469.94         81.13         87.7           0.989         1.048       148.9  
  1472.75        1470.23         66.30         87.7           1.002         1.078       149.0  
  1473.00        1470.52         55.55         83.6           1.004         0.949       149.0  
  1473.25        1470.67         51.90         78.3           1.011         1.010       149.0  
  1473.50        1470.81         48.22         86.4           1.017         1.074       149.1  
  1473.75        1471.10         46.93         94.7           1.025         1.155       149.1  
  1474.00        1471.39         37.75         93.7           1.019         1.114       149.1  
  1474.25        1471.68         35.76         92.5           1.011         1.057       149.2  
  1474.50        1471.97         34.61         91.0           1.006         1.029       149.2  
  1474.75        1472.10         34.68         89.9           0.964         1.051       149.2  
  1475.00        1472.27         34.77         88.5           0.937         1.065       149.3  
  1475.25        1472.56         36.15         87.7           0.883         1.039       149.3  
  1475.50        1472.85         34.10         79.5           0.840         1.017       149.3  
  1475.75        1473.14         32.60         75.0           0.761         0.854       149.4  
  1476.00        1473.29         38.81         51.0           0.708         0.744       149.4  
  1476.25        1473.43         44.55         39.6           0.651         0.593       149.4  
  1476.50        1473.72         57.73         27.6           0.643         0.613       149.5  
  1476.75        1474.01         78.26         18.9           0.630         0.647       149.5  
  1477.00        1474.30         93.01         25.0           0.615         0.687       149.5  
  1477.25        1474.59         69.40         22.5           0.623         0.682       149.6  
  1477.50        1474.72         60.71         17.9           0.633         0.677       149.6  
  1477.75        1474.88         49.70         24.0           0.643         0.671       149.6  
  1478.00        1475.17         33.80         32.6           0.653         0.665       149.7  
  1478.25        1475.46         33.57         41.2           0.663         0.659       149.7  
  1478.50        1475.75         31.22         49.8           0.673         0.653       149.7  
  1478.75        1475.91         33.98         58.4           0.679         0.649       149.8  
  1479.00        1476.04         36.32         67.0           0.746         0.816       149.8  
  1479.25        1476.33         34.28         71.7           0.793         0.934       149.8  
  1479.50        1476.62         30.70         75.1           0.831         1.029       149.9  
  1479.75        1476.91         29.70         77.4           0.903         0.994       149.9  
  1480.00        1477.20         28.77         79.8           0.915         1.000       149.9  
  1480.25        1477.33         30.07         82.1           0.939         1.013       150.0  
  1480.50        1477.49         31.57         84.4           0.962         1.025       150.0  
  1480.75        1477.78         31.38         86.8           0.985         1.037       150.0  
  1481.00        1478.07         29.34         88.6           1.008         1.050       150.1  
  1481.25        1478.36         31.20         93.6           1.031         1.062       150.1  
  1481.50        1478.52         31.40         97.8           1.046         1.078       150.1  
  1481.75        1478.65         31.56        101.9           1.040         1.093       150.2  
  1482.00        1478.94         34.84        105.6           1.052         1.114       150.2  
  1482.25        1479.23         36.26         96.1           1.069         1.135       150.2  
  1482.50        1479.52         35.69         85.8           1.075         1.156       150.3  
  1482.75        1479.81         37.74         92.2           1.088         1.177       150.3  
  1483.00        1479.95         35.68        102.8           1.099         1.196       150.3  
