~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  498.50         20.58         0.61         0.37         0.47         0.35        11.34      -194.95        30.32         1.20        -0.01        92.19       498.50
  498.75         19.94         0.59         0.35         0.40         0.34        11.34      -215.98        29.01         1.21        -0.00        92.19       498.75
  499.00         19.27         0.54         0.31         0.36         0.28        11.34      -154.88        25.51         1.18        -0.01        92.19       499.00
  499.25         17.06         0.47         0.30         0.36         0.28        11.34      -145.85        24.74         1.13        -0.03        92.19       499.25
  499.50         15.09         0.45         0.28         0.34         0.26        11.34      -361.32        18.56         1.11        -0.04        92.19       499.50
  499.75         12.74         0.41         0.26         0.32         0.28        11.34      -474.95        18.85         1.11        -0.04        92.19       499.75
  500.00         11.61         0.41         0.27         0.32         0.28        11.34       289.78        20.51         1.12        -0.03        92.19       500.00
  500.25         10.48         0.41         0.28         0.33         0.32        11.34       326.09        20.69         1.12        -0.03        92.19       500.25
  500.50          8.93         0.40         0.27         0.33         0.32        11.34       225.14        21.16         1.10        -0.04        92.19       500.50
  500.75          7.05         0.40         0.25         0.31         0.24        11.34       133.50        21.02         1.09        -0.04        92.19       500.75
  501.00          7.91         0.40         0.26         0.32         0.22        11.34      1956.79        21.99         1.09        -0.05        92.19       501.00
  501.25         16.89         0.40         0.26         0.33         0.22        11.34       248.21        20.43         1.09        -0.05        90.44       501.25
  501.50         25.86         0.40         0.26         0.33         0.23        11.34      -804.15        20.90         1.10        -0.04        88.70       501.50
  501.75        102.22         0.39         0.27         0.32         0.26        11.34       -97.60        21.88         1.09        -0.04        88.70       501.75
  502.00        190.40         0.39         0.27         0.32         0.26        11.34      -313.38        21.31         1.09        -0.04        88.70       502.00
  502.25        256.19         0.39         0.27         0.32         0.28        11.34      -356.21        21.53         1.09        -0.04        88.70       502.25
  502.50        249.38         0.40         0.26         0.33         0.28        11.34      -257.31        21.17         1.12        -0.03        88.70       502.50
  502.75        242.56         0.39         0.27         0.33         0.27        11.34      -121.19        21.39         1.15        -0.02        88.70       502.75
  503.00        235.74         0.39         0.27         0.33         0.26        11.34      -164.85        20.59         1.15        -0.02        88.70       503.00
  503.25        228.92         0.39         0.28         0.33         0.35        11.34      -171.65        21.10         1.14        -0.02        88.70       503.25
  503.50        222.10         0.38         0.29         0.34         0.37        11.34       133.36        21.47         1.12        -0.03        88.70       503.50
  503.75        168.51         0.40         0.28         0.34         0.34        11.34      -569.64        20.86         1.10        -0.03        88.70       503.75
  504.00        138.29         0.42         0.28         0.33         0.30        11.34       156.08        21.10         1.08        -0.05        89.57       504.00
  504.25        108.07         0.42         0.28         0.33         0.31        11.34        -2.88        20.47         1.07        -0.05        90.44       504.25
  504.50         51.55         0.43         0.27         0.33         0.30        11.34      4645.38        20.10         1.08        -0.05        91.32       504.50
  504.75         19.60         0.43         0.28         0.33         0.30        11.34      -212.99        20.72         1.08        -0.05        92.19       504.75
  505.00         14.31         0.43         0.28         0.33         0.28        11.34       -78.16        21.05         1.08        -0.05        92.19       505.00
  505.25         13.07         0.44         0.27         0.33         0.32        11.34      -145.52        20.99         1.08        -0.05        92.19       505.25
  505.50         13.27         0.45         0.27         0.33         0.27        11.36      -137.25        20.43         1.08        -0.05        92.19       505.50
  505.75         13.47         0.45         0.28         0.33         0.31        11.42     -1060.47        20.60         1.08        -0.05        92.19       505.75
  506.00         11.01         0.46         0.28         0.33         0.31        11.57       132.41        20.60         1.07        -0.05        92.19       506.00
  506.25         11.85         0.46         0.28         0.33         0.29        11.59       298.41        20.52         1.06        -0.05        92.19       506.25
  506.50         12.92         0.47         0.29         0.34         0.30        11.60      -186.11        19.55         1.05        -0.06        92.19       506.50
  506.75         13.81         0.48         0.29         0.34         0.30        11.62       413.96        18.56         1.06        -0.05        92.19       506.75
  507.00         14.71         0.48         0.29         0.34         0.29        11.63        43.34        19.09         1.07        -0.05        92.19       507.00
  507.25         15.27         0.49         0.29         0.34         0.28        11.63       109.62        20.33         1.07        -0.05        92.19       507.25
  507.50         15.29         0.49         0.29         0.34         0.30        11.67      -578.13        20.79         1.09        -0.05        92.19       507.50
  507.75         14.93         0.49         0.30         0.34         0.31        11.67      -204.48        21.57         1.09        -0.04        92.19       507.75
  508.00         14.97         0.49         0.30         0.34         0.32        11.67       -69.28        20.88         1.12        -0.03        92.19       508.00
  508.25         15.36         0.49         0.30         0.34         0.32        11.68       -47.49        19.91         1.14        -0.03        92.19       508.25
  508.50         15.75         0.48         0.31         0.35         0.35        11.68       -51.10        21.11         1.14        -0.03        92.19       508.50
  508.75          0.97         0.48         0.30         0.35         0.35        11.69      -185.74        22.19         1.12        -0.03        92.19       508.75
  509.00          8.88         0.48         0.30         0.35         0.34        11.70      1544.24        21.52         1.11        -0.04        92.19       509.00
  509.25         18.76         0.48         0.29         0.34         0.32        11.70       303.89        21.50         1.10        -0.04        92.19       509.25
  509.50         24.04         0.47         0.27         0.33         0.24        11.70      -186.95        21.31         1.08        -0.05        92.19       509.50
  509.75         29.31         0.47         0.27         0.34         0.23        11.70      -138.07        21.92         1.07        -0.05        92.19       509.75
  510.00         34.39         0.46         0.26         0.34         0.23        11.70      -130.83        19.77         1.08        -0.05        92.19       510.00
  510.25         40.30         0.45         0.26         0.34         0.23        11.70     -1056.93        20.27         1.08        -0.05        92.19       510.25
  510.50         44.62         0.45         0.27         0.35         0.23        11.70      -447.73        20.27         1.10        -0.05        92.19       510.50
  510.75         38.78         0.44         0.27         0.33         0.26        11.70       -62.85        22.26         1.11        -0.04        92.19       510.75
  511.00         32.25         0.45         0.27         0.33         0.26        11.70        48.43        22.35         1.15        -0.03        92.19       511.00
  511.25         25.73         0.46         0.27         0.33         0.27        11.69        89.47        21.65         1.20        -0.01        92.19       511.25
  511.50         16.90         0.47         0.29         0.35         0.28        11.71        33.28        22.05         1.21        -0.00        92.19       511.50
  511.75         11.48         0.49         0.30         0.37         0.29        11.74      -999.25        22.53         1.20        -0.01        92.19       511.75
